montage,n_ch,target,held_out,alpha,r
C3,1,DMN,dmnelf004,464.15888336127773,0.015107535623719514
C3,1,DMN,dmnelf005,215.44346900318823,-0.09446299709274862
C3,1,DMN,dmnelf006,464.15888336127773,-0.14670251211076343
C3,1,DMN,dmnelf007,1000.0,0.16892383613218426
C3,1,DMN,dmnelf008,10000.0,-0.09743596568108227
C3,1,DMN,dmnelf009,100000000.0,-0.05861776577028455
C3,1,DMN,dmnelf010,100000000.0,0.04837210219877559
C3,1,DMN,dmnelf011,100000000.0,0.06809426784151627
C3,1,DMN,dmnelf012,100000000.0,0.05674595841491022
C3,1,DMN,dmnelf013,1.0,-0.018032045926250257
C3,1,DMN,dmnelf014,1.0,-0.01493381882811121
C3,1,DMN,dmnelf015,100000000.0,-0.006212903819315295
C3,1,DMN,dmnelf016,100000000.0,0.10706356105601027
C3,1,DMN,dmnelf1001,100000000.0,0.09472289354824279
C3,1,DMN,dmnelf1002,100000000.0,-0.1093711690566509
C3,1,DMN,dmnelf1003,100.0,0.09775197400610984
C3,1,PDA,dmnelf001,10.0,-0.05364223846684085
C3,1,PDA,dmnelf002,4.641588833612778,0.03710995006876248
C3,1,PDA,dmnelf003,4.641588833612778,-0.04738355755769381
C3,1,PDA,dmnelf004,10.0,-0.018919819808652708
C3,1,PDA,dmnelf005,46.41588833612777,0.06668414557851791
C3,1,PDA,dmnelf006,46.41588833612777,-0.0691248434549008
C3,1,PDA,dmnelf007,21.544346900318832,0.04222651896068727
C3,1,PDA,dmnelf008,1.0,-0.06314093354937877
C3,1,PDA,dmnelf009,21.544346900318832,0.06879788161932684
C3,1,PDA,dmnelf010,100000000.0,-0.017851239250672772
C3,1,PDA,dmnelf011,100.0,0.024037712673503728
C3,1,PDA,dmnelf012,46.41588833612777,0.04516006507054974
C3,1,PDA,dmnelf013,4641.588833612777,0.02522357126747978
C3,1,PDA,dmnelf014,1.0,0.08739648330866054
C3,1,PDA,dmnelf015,46.41588833612777,-0.07505228231501146
C3,1,PDA,dmnelf016,21.544346900318832,-0.04163279708125775
C3,1,PDA,dmnelf1001,10.0,0.14572014437049668
C3,1,PDA,dmnelf1002,21.544346900318832,-0.15093829462408673
C3,1,PDA,dmnelf1003,1.0,0.08241528157275826
C4,1,CEN,dmnelf001,100000000.0,0.04051489442375201
C4,1,CEN,dmnelf002,100000000.0,0.06053718861498371
C4,1,CEN,dmnelf003,46415.888336127726,0.04425784871727426
C4,1,CEN,dmnelf004,21544.346900318822,-0.07242430775571491
C4,1,CEN,dmnelf005,46415.888336127726,0.17605196871305698
C4,1,CEN,dmnelf006,100000.0,0.12604610932328011
C4,1,CEN,dmnelf007,10000.0,0.09808506312059977
C4,1,CEN,dmnelf008,10000.0,0.07335198315735025
C4,1,CEN,dmnelf009,46415.888336127726,0.029306763780898006
C4,1,CEN,dmnelf010,21544.346900318822,0.029303015586406304
C4,1,CEN,dmnelf011,100000.0,0.04638828433998839
C4,1,CEN,dmnelf012,100000000.0,0.07612849887451002
C4,1,CEN,dmnelf013,46415.888336127726,0.026895644247619303
C4,1,CEN,dmnelf014,100000.0,0.0649744770004914
C4,1,CEN,dmnelf015,100000000.0,0.04400999219883977
C4,1,CEN,dmnelf016,100000000.0,-0.030979075864755973
C4,1,CEN,dmnelf1001,100000000.0,0.09527581360813576
C4,1,CEN,dmnelf1002,100000000.0,-0.27264480606965696
C4,1,CEN,dmnelf1003,100000000.0,-0.022819229709295945
C4,1,DMN,dmnelf001,1.0,0.0026521581075046445
C4,1,DMN,dmnelf002,100000000.0,-0.02498144733502891
C4,1,DMN,dmnelf003,1.0,0.029162074061838652
C4,1,DMN,dmnelf004,1.0,0.07425363024960809
C4,1,DMN,dmnelf005,1.0,0.04262048854275585
C4,1,DMN,dmnelf006,1.0,-0.006858712094933503
C4,1,DMN,dmnelf007,1.0,0.03615797960062084
C4,1,DMN,dmnelf008,21544.346900318822,-0.06573880446968279
C4,1,DMN,dmnelf009,100000000.0,-0.057120528467286096
C4,1,DMN,dmnelf010,215443.46900318822,0.07284384876586397
